neighbourhood_group_n,neighbourhood_n,room_type_n,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365
1,28,1,30,6,15,225
0,6,1,3,36,2,274
1,19,0,1,25,2,329
0,20,1,4,1,1,0
0,12,1,1,1,2,27
1,4,0,1,138,1,34
0,20,0,7,1,1,0
1,43,1,29,0,327,341
1,8,1,6,5,1,108
0,20,1,2,2,1,241
1,11,0,1,203,2,32
1,23,0,10,8,1,0
2,103,0,1,42,4,207
1,7,0,1,64,2,332
0,21,0,1,8,1,64
0,20,1,7,1,1,0
1,8,1,1,24,1,27
2,178,1,2,6,2,321
1,8,1,2,1,1,0
2,107,0,1,2,1,0
1,8,1,1,5,2,0
1,30,0,1,0,1,12
0,6,1,3,6,1,0
0,21,0,7,21,1,54
1,43,1,30,2,96,312
0,15,1,2,3,1,0
0,12,0,7,0,1,0
0,21,0,5,1,1,0
0,6,0,1,2,1,0
1,68,1,30,1,52,342
0,123,1,1,0,1,0
2,63,0,1,2,2,0
1,19,1,7,9,1,0
0,6,0,1,0,1,171
1,4,0,1,3,2,179
1,30,1,1,1,1,79
0,12,0,4,0,1,0
1,2,0,3,0,1,362
1,5,1,29,0,327,330
0,29,1,21,5,1,221
0,54,1,1,117,1,18
0,6,1,3,30,2,285
0,193,1,2,68,6,125
0,84,0,4,5,1,0
0,21,0,1,20,1,89
1,19,1,3,7,1,0
0,21,0,2,0,2,0
0,12,0,2,68,2,337
1,23,2,14,0,28,341
1,19,0,1,191,1,0
0,16,1,5,10,1,0
0,3,0,4,0,2,0
1,19,0,1,3,1,0
1,23,1,3,0,1,0
0,79,1,2,42,1,90
0,36,0,30,0,1,179
1,8,2,1,90,4,77
1,23,1,3,26,1,0
1,7,1,5,2,1,15
0,21,0,4,0,1,189
1,28,1,10,0,1,21
2,56,1,6,2,1,19
0,21,1,3,4,1,0
1,2,0,30,2,7,361
1,19,1,2,11,1,0
1,2,0,1,103,1,19
1,28,1,9,9,1,0
3,109,1,5,16,1,299
1,43,1,2,10,327,330
0,16,1,1,108,2,130
3,86,0,4,8,8,290
1,71,0,1,41,1,3
0,0,0,1,0,1,31
2,37,1,2,86,1,115
0,100,0,2,35,4,176
0,6,0,2,3,5,167
0,21,0,1,1,2,0
1,11,1,15,66,2,89
1,102,1,30,2,52,365
0,54,1,1,193,4,270
1,26,1,30,0,23,353
0,12,1,30,29,1,222
1,23,0,1,3,3,0
1,11,1,3,3,1,16
1,71,0,4,14,1,33
4,92,1,2,47,1,318
0,111,2,2,1,4,87
1,4,0,1,35,1,94
0,54,0,1,0,2,0
1,52,1,4,0,1,0
0,21,0,1,79,2,178
2,126,1,3,54,1,331
0,12,1,1,0,1,8
2,81,1,1,38,2,122
0,17,1,1,0,2,0
0,21,0,1,2,1,0
1,28,1,2,10,1,345
0,13,1,3,16,1,0
2,39,1,3,143,1,3
0,17,1,1,91,3,246
2,152,0,1,2,6,365
0,21,0,3,1,1,0
1,26,0,14,0,1,283
2,37,0,1,10,1,205
0,70,0,3,13,1,2
0,12,1,5,5,3,31
1,7,0,4,27,1,188
1,2,1,3,1,1,0
1,18,1,1,4,1,3
1,8,2,3,0,2,88
1,14,1,1,2,1,0
1,52,1,3,8,1,188
1,45,0,6,12,2,251
0,15,0,5,0,2,0
1,7,0,2,5,1,78
1,4,1,1,48,3,321
0,13,0,2,163,2,331
2,63,0,1,11,5,183
3,212,0,1,1,1,179
0,6,0,1,0,1,0
1,68,1,30,34,2,333
0,12,0,3,9,1,19
2,49,0,1,39,4,353
1,28,0,3,11,1,203
2,103,0,1,12,5,87
0,6,1,5,2,1,0
0,12,2,30,0,5,341
1,23,1,3,19,1,9
4,127,0,2,4,3,70
0,6,0,3,2,3,5
1,53,0,2,45,2,0
0,12,0,2,2,2,0
0,197,0,1,2,1,90
0,70,0,3,15,13,365
0,82,1,3,0,1,161
1,11,1,30,5,9,332
2,81,0,1,24,1,0
2,63,0,1,31,2,1
2,46,0,1,37,1,0
0,54,1,2,85,1,33
1,2,1,5,0,2,39
1,1,1,30,0,12,365
1,4,0,1,1,1,0
1,68,1,2,11,1,194
1,28,1,4,44,1,335
1,8,1,4,0,1,0
0,15,1,3,36,1,332
0,10,1,3,100,1,6
1,7,1,3,2,1,73
1,28,1,30,0,121,297
0,21,0,3,7,1,12
0,20,1,2,22,3,5
2,56,0,2,13,2,0
0,84,0,3,28,3,302
0,12,1,3,6,1,32
1,8,1,1,171,1,53
0,6,1,30,10,1,302
1,27,1,3,9,1,0
0,79,0,1,1,2,357
1,2,0,1,1,1,365
3,212,1,5,8,1,244
0,6,0,5,12,2,189
1,2,0,23,8,2,35
2,129,0,3,0,2,178
4,150,1,3,62,2,58
1,7,1,1,13,1,0
1,30,0,2,11,1,55
0,15,0,1,5,3,361
2,61,0,2,5,2,0
1,1,0,3,1,1,0
0,21,0,3,12,1,112
0,12,1,5,0,1,0
1,2,1,2,3,1,6
0,6,0,3,4,1,188
2,159,1,4,20,1,107
0,100,1,3,4,4,364
0,16,1,29,1,1,200
1,4,0,2,0,2,364
1,1,0,2,0,11,162
1,11,0,7,5,3,3
0,54,0,7,4,9,120
1,28,1,3,56,2,163
1,9,0,3,35,1,337
1,5,1,1,0,1,364
1,2,0,5,152,2,110
1,48,1,4,15,1,13
0,79,1,1,164,1,340
1,11,1,7,0,1,0
1,8,0,1,0,1,0
0,21,1,3,6,1,194
1,2,0,3,6,1,0
1,1,1,2,3,1,128
0,32,1,10,8,1,0
1,5,1,2,17,1,0
0,73,0,1,1,2,360
2,44,0,3,0,2,77
1,26,0,3,12,3,0
0,20,0,14,18,1,0
0,36,0,3,254,1,271
0,3,1,2,58,4,1
1,14,1,7,6,1,0
2,152,0,3,10,3,352
0,15,1,2,20,1,0
1,19,1,7,0,1,0
1,4,1,3,8,1,231
0,6,1,3,44,1,135
0,15,1,2,2,1,0
1,14,1,2,2,1,0
1,71,0,1,163,1,102
1,51,1,7,0,2,73
1,43,0,1,0,4,365
0,12,0,3,5,1,0
1,101,1,1,0,1,365
1,19,1,1,2,1,0
0,12,1,2,3,1,309
1,23,1,4,7,1,0
1,8,1,2,6,1,0
0,20,0,5,0,1,310
0,21,1,2,21,1,154
1,50,1,5,4,1,0
0,6,1,1,21,2,0
0,21,0,2,0,1,0
1,1,1,30,0,1,310
0,20,1,4,26,1,0
1,43,1,2,7,327,265
1,68,1,30,10,39,67
1,4,1,2,10,1,0
1,11,1,3,12,1,0
0,29,0,2,3,1,0
4,88,1,2,14,2,356
0,21,0,299,0,1,0
1,8,1,1,0,1,0
4,59,0,3,24,2,72
1,4,0,1,37,1,139
1,4,1,2,3,3,9
1,4,1,5,83,2,242
2,37,0,1,19,3,0
1,19,1,3,1,1,5
1,30,0,3,1,1,245
0,20,0,1,21,2,47
1,7,0,1,9,2,89
0,6,0,2,4,1,0
3,163,1,4,29,1,15
1,30,0,30,65,2,99
1,8,1,30,0,9,353
1,52,1,2,52,1,35
1,28,0,2,12,1,0
0,54,0,30,9,2,345
0,189,1,3,20,1,164
0,15,2,1,0,2,363
1,5,1,30,0,2,274
0,12,0,2,16,1,355
0,12,0,7,0,1,0
0,54,0,30,5,4,263
1,2,0,1,1,11,364
1,132,0,2,6,1,0
1,7,0,2,67,1,179
1,2,1,1,0,1,0
1,19,1,4,10,1,0
1,7,0,2,121,1,70
0,12,1,10,49,1,152
1,8,1,1,1,1,0
1,19,1,2,0,1,0
1,9,1,4,57,1,0
1,4,1,2,5,1,0
1,30,1,1,0,1,1
2,56,1,5,1,4,173
1,4,1,3,20,3,283
0,67,1,30,1,6,347
0,15,1,7,3,1,157
2,46,1,1,3,2,359
0,15,1,1,67,1,348
2,39,0,3,14,3,106
1,30,1,7,2,1,0
2,103,0,1,73,2,30
1,2,0,1,15,1,45
2,152,0,1,220,1,319
1,43,1,2,6,1,0
1,4,0,3,0,1,0
2,44,0,3,0,1,0
1,52,1,30,12,1,358
1,1,1,1,3,2,0
1,14,1,4,15,1,0
0,79,1,2,58,1,0
1,8,0,5,0,1,0
1,19,0,1,80,1,340
0,12,1,5,0,1,0
1,27,0,3,8,2,361
0,20,1,4,0,1,176
1,9,1,5,11,1,171
1,28,1,1,7,1,188
4,99,0,1,10,1,310
2,95,1,3,4,1,170
1,2,0,30,53,4,309
2,95,1,1,14,4,249
0,54,0,7,2,9,131
0,29,1,7,5,1,16
1,60,1,1,0,1,0
0,10,1,5,1,1,0
0,21,0,15,0,1,0
2,39,0,7,4,2,90
1,28,1,3,3,1,0
1,23,1,3,6,1,235
1,28,1,30,13,15,323
1,52,0,2,4,1,146
1,28,0,4,48,5,153
0,6,0,2,38,2,307
0,36,1,5,7,1,0
0,33,1,4,92,1,39
1,30,0,5,5,1,0
1,5,1,29,0,96,324
0,73,0,2,80,3,35
0,15,0,1,6,1,0
0,24,0,1,0,6,229
0,21,0,2,0,1,0
1,1,0,7,49,3,296
4,98,0,1,48,2,296
2,139,1,3,8,1,0
1,19,1,2,1,1,163
1,26,1,30,0,232,157
4,133,0,1,4,2,167
1,52,1,5,1,1,36
1,19,1,4,9,2,233
0,54,1,1,0,2,33
0,12,0,1,7,1,0
1,8,1,2,0,1,46
0,12,1,1,52,1,262
0,21,0,2,39,2,158
1,28,0,1,0,1,0
1,19,1,2,403,3,201
0,15,0,4,15,1,324
0,6,0,2,0,1,88
0,21,1,2,12,4,48
1,64,0,1,8,1,0
1,68,0,1,1,2,0
0,70,0,1,59,2,54
1,2,1,30,33,1,247
2,49,1,2,1,1,5
1,23,0,2,267,1,18
0,6,1,8,17,1,0
1,23,1,5,6,1,0
0,6,0,2,12,1,51
0,12,0,3,29,1,0
0,6,1,3,132,2,321
1,2,0,2,46,2,0
1,2,0,1,5,1,0
1,53,1,2,9,1,360
1,68,1,7,0,1,365
2,178,1,2,6,2,317
2,83,1,2,0,1,364
0,12,1,2,48,1,365
1,1,0,4,0,1,193
0,15,1,28,2,1,24
0,22,0,3,4,2,0
0,15,0,5,1,1,0
0,21,1,30,1,1,45
0,21,0,2,26,2,266
0,6,1,2,4,1,344
0,12,0,8,1,1,157
1,11,0,90,9,1,338
1,1,1,7,8,1,302
0,17,1,3,1,1,194
0,6,1,1,3,1,228
1,4,1,2,0,1,55
0,21,0,3,2,1,39
1,9,1,15,0,1,214
0,12,1,3,17,3,77
0,20,1,3,0,2,280
0,6,1,3,68,4,128
0,6,0,3,0,1,364
2,95,0,1,5,4,334
1,28,1,4,3,1,3
2,56,2,2,15,2,365
1,8,1,3,13,1,0
0,54,1,1,102,2,243
0,21,0,2,0,2,0
1,43,0,4,0,1,22
1,23,0,3,48,2,181
1,1,1,30,0,65,249
2,103,0,1,17,4,208
1,2,1,1,2,1,0
1,77,1,30,0,232,330
1,4,1,1,198,1,250
1,7,1,3,8,1,0
1,2,0,3,60,2,246
0,3,1,7,1,1,0
1,19,0,1,2,7,0
1,7,0,1,67,12,241
1,2,1,7,57,1,125
0,6,0,1,204,1,163
1,26,1,4,2,1,157
1,14,1,2,22,1,0
2,112,1,1,74,1,338
0,38,1,5,0,1,0
0,82,1,2,1,2,56
1,23,1,3,1,1,0
0,12,1,1,78,1,312
0,12,0,7,0,2,0
0,21,0,6,2,1,36
1,8,1,3,3,1,330
0,12,1,3,0,3,0
1,11,1,28,13,1,0
1,43,1,15,11,2,331
0,38,1,4,13,2,18
1,5,1,30,5,2,308
1,28,1,14,1,1,180
1,2,1,1,0,1,180
1,4,1,30,12,2,0
0,3,1,4,22,1,0
1,28,0,2,4,1,0
1,101,1,4,0,1,0
1,30,1,1,89,1,139
1,8,1,1,131,1,277
0,15,1,30,6,1,8
1,14,1,4,21,2,5
1,23,0,2,3,2,0
0,21,0,2,129,1,346
4,128,1,2,105,1,131
1,43,0,1,107,2,62
0,24,1,30,0,1,129
2,44,0,30,1,8,321
1,19,1,2,0,1,55
0,21,0,1,23,1,290
1,8,1,30,10,34,303
1,9,1,1,0,1,0
2,49,1,40,2,2,85
0,12,1,3,199,1,272
0,3,0,14,0,1,0
1,64,0,2,20,1,5
0,6,0,2,43,1,302
1,28,0,1,0,1,0
0,33,1,5,49,1,0
0,90,0,1,26,1,174
2,39,1,2,91,1,65
1,11,1,1,0,1,5
1,43,1,2,4,1,0
0,15,1,3,93,1,89
0,3,1,3,8,1,0
2,83,0,1,5,1,180
1,28,1,5,54,1,236
1,2,1,1,152,3,248
1,1,1,2,1,4,354
0,6,1,2,6,1,0
1,11,1,60,1,1,0
0,20,0,1,40,7,59
1,8,0,3,5,1,0
2,49,0,1,31,1,90
0,12,0,1,13,2,0
1,1,1,2,11,1,88
2,46,0,1,0,1,168
1,1,1,3,2,1,1
1,1,1,1,0,1,0
0,15,1,3,3,1,345
0,147,0,2,104,3,362
4,141,2,2,8,1,6
0,6,1,200,271,2,64
2,44,0,1,0,1,127
0,13,0,5,0,1,0
1,8,1,30,3,91,213
1,14,1,2,13,1,16
0,12,1,5,1,1,0
1,8,1,2,0,1,15
0,16,1,2,0,1,8
2,56,0,5,10,1,68
2,56,1,7,1,1,42
1,2,0,2,28,2,80
4,80,1,4,84,1,93
1,14,0,7,19,1,11
1,2,0,3,154,2,153
1,28,1,3,3,1,0
1,27,0,3,1,1,0
1,30,0,1,0,1,0
2,56,0,1,5,1,0
0,6,0,5,0,10,356
1,30,0,3,3,1,0
2,116,2,1,17,2,365
0,12,1,2,24,1,0
0,90,1,2,0,1,119
0,32,0,1,87,1,108
1,28,1,6,1,1,0
0,6,0,4,3,1,0
4,99,0,1,0,1,0
4,66,0,1,2,1,0
1,18,0,5,30,2,0
0,15,0,30,1,7,226
0,84,1,3,14,2,153
1,30,0,5,3,1,179
1,28,1,2,3,1,0
1,8,0,2,1,1,342
0,12,0,5,72,1,7
2,83,1,3,12,1,274
0,82,0,2,8,2,4
1,7,1,4,79,1,211
0,6,1,2,23,1,77
1,51,1,2,23,1,295
1,8,0,1,1,1,0
1,19,1,1,198,1,169
1,7,0,1,1,1,0
1,8,1,5,1,1,0
1,43,0,7,0,13,365
4,115,0,1,28,1,73
1,1,1,60,0,91,353
0,34,0,1,6,17,358
1,30,1,5,13,1,0
1,2,0,1,3,2,0
0,70,1,4,63,1,67
0,6,1,4,6,1,0
0,6,0,3,0,1,0
1,8,1,30,7,96,280
0,6,1,1,0,1,0
1,26,0,5,11,1,0
0,12,0,28,0,1,365
0,13,1,7,3,1,44
0,12,0,1,87,3,24
0,17,1,1,74,3,236
1,8,0,1,0,1,363
1,2,0,10,0,1,0
1,7,0,1,205,6,179
1,43,1,29,0,96,333
0,15,1,2,4,3,325
0,12,1,4,94,1,326
0,20,1,2,4,1,27
1,2,0,2,0,1,0
0,79,1,1,113,1,13
0,6,0,2,104,1,0
1,7,1,3,110,1,246
0,12,1,7,1,1,0
1,1,1,4,130,2,270
0,12,1,2,179,1,0
4,72,2,1,2,1,0
1,1,1,28,1,49,251
1,8,1,1,0,1,0
1,7,1,2,3,1,0
0,16,0,3,2,1,0
0,6,0,9,1,1,83
0,79,1,2,14,1,124
1,8,0,3,16,2,0
0,12,1,2,15,1,0
0,24,1,1,4,1,357
1,8,0,30,1,32,346
1,9,0,3,0,1,0
0,6,0,4,36,1,80
2,94,1,5,51,1,57
1,28,1,30,12,16,325
2,126,0,1,0,4,321
2,37,0,1,37,1,142
1,1,1,7,8,1,0
0,12,1,5,19,1,295
1,4,0,6,14,1,335
1,8,1,1,0,1,0
0,21,0,3,31,1,365
0,6,1,11,0,1,25
2,49,1,2,1,1,361
0,12,0,2,4,1,79
1,28,1,7,0,1,0
0,15,1,5,9,1,78
1,23,1,4,16,1,14
0,12,1,7,10,1,0
1,7,2,1,0,3,365
0,15,1,2,36,1,321
3,93,1,1,23,1,0
0,21,0,4,2,1,0
0,16,1,3,26,1,219
1,8,1,3,4,1,0
1,2,1,3,1,1,0
1,7,1,30,2,23,362
1,52,1,1,1,1,0
1,5,1,2,8,327,108
0,6,1,2,6,2,273
0,12,0,2,41,2,0
0,111,1,2,6,1,0
0,12,1,1,4,1,50
0,3,1,1,121,2,171
0,10,1,4,0,1,0
2,49,1,3,6,1,15
0,17,1,5,24,1,0
1,43,1,1,8,8,312
1,7,2,1,2,7,362
0,3,1,2,5,1,158
0,20,1,3,6,2,43
1,7,1,1,0,1,0
1,28,1,5,2,1,0
0,6,1,5,12,1,0
1,2,0,2,33,2,65
1,9,0,5,37,2,0
0,24,0,2,11,2,44
2,44,0,2,1,1,133
0,12,1,30,154,1,157
0,12,1,3,25,1,157
2,95,1,2,51,1,295
0,15,0,1,4,1,0
1,14,1,3,58,1,138
0,13,1,3,1,2,107
1,28,0,1,4,1,113
0,100,1,2,38,2,290
0,6,1,5,4,1,9
0,12,1,2,338,2,225
1,43,1,2,2,1,335
2,39,1,2,7,1,0
1,1,1,1,7,17,226
1,30,1,1,28,3,364
2,56,1,3,64,1,264
1,2,0,1,13,2,361
2,121,0,2,19,1,337
1,4,1,2,15,2,230
1,4,0,2,14,1,97
0,12,1,2,0,1,318
1,52,0,7,0,1,0
0,15,0,2,0,1,0
0,12,0,1,55,1,345
1,2,1,2,90,1,35
1,28,1,1,0,1,0
1,43,1,2,2,327,315
1,7,1,4,136,1,17
1,28,1,30,3,29,204
0,24,1,5,4,2,0
1,4,1,1,7,1,0
0,12,1,3,4,1,69
1,8,0,1,20,1,81
2,81,1,2,2,1,0
1,4,0,2,59,1,360
2,56,0,4,10,1,74
4,59,0,5,3,2,364
1,2,1,5,124,2,279
1,8,2,7,0,1,39
1,7,1,2,23,1,365
1,5,1,2,6,327,153
0,20,1,2,49,3,233
2,81,0,2,3,1,89
0,6,0,1,166,2,0
1,48,1,3,4,1,0
0,3,0,1,0,1,9
0,29,0,4,16,1,300
1,7,1,2,4,2,336
1,2,2,3,38,1,157
2,106,1,1,9,1,340
1,43,2,1,8,2,0
0,54,0,1,11,1,29
2,85,1,2,59,1,36
1,28,1,30,0,29,331
1,14,1,2,1,1,0
0,6,1,3,207,1,151
0,12,1,3,17,1,14
0,6,0,4,0,1,0
1,28,1,7,28,1,340
1,23,1,1,16,1,0
0,117,1,2,64,2,225
4,144,1,2,0,8,343
1,9,1,2,18,1,1
1,77,1,30,1,232,274
0,10,1,28,101,1,167
1,18,0,6,6,1,0
1,28,1,2,63,1,239
2,37,0,1,58,5,75
0,21,0,2,5,2,301
0,12,0,17,14,4,362
1,7,1,3,1,1,0
1,28,1,4,11,1,3
0,12,0,4,132,2,195
0,10,0,7,0,1,19
1,2,0,3,35,1,5
0,6,1,2,51,1,5
1,26,1,2,22,1,0
0,24,1,2,4,1,0
1,14,0,1,0,1,89
1,23,0,1,2,2,365
0,12,0,1,10,2,0
1,2,1,2,78,1,0
4,173,0,1,1,1,365
1,14,1,3,19,1,194
1,19,1,4,19,1,349
0,6,1,3,6,1,0
3,41,1,4,118,2,17
0,21,0,14,10,1,0
1,60,0,7,2,3,311
0,20,0,3,2,1,0
0,33,1,5,4,1,0
0,33,1,2,7,1,0
1,45,1,10,2,1,0
0,29,1,7,0,1,0
1,28,1,4,10,1,348
0,3,1,2,30,1,274
0,10,1,3,6,1,0
1,2,1,1,1,1,0
0,24,1,2,123,2,263
1,14,1,1,32,1,0
0,33,1,6,3,1,0
0,21,0,1,1,1,0
1,23,1,2,2,1,0
4,181,1,2,37,1,35
2,44,1,3,3,1,0
0,12,0,2,38,3,0
1,1,1,1,3,1,0
1,30,1,1,1,5,335
1,11,1,2,0,1,157
0,21,1,30,23,1,226
1,4,0,2,2,1,125
0,22,0,3,37,2,334
1,11,1,4,10,1,10
0,79,1,3,74,1,251
1,30,1,14,0,1,59
0,21,0,5,19,7,140
1,19,1,2,81,1,0
0,21,0,6,1,1,0
2,37,0,1,281,3,322
0,21,0,1,3,1,0
0,12,1,30,3,1,0
2,25,0,2,37,2,97
1,18,1,4,0,1,0
0,22,1,20,0,1,35
1,28,1,3,85,1,158
0,24,1,6,58,1,0
2,25,1,30,24,8,358
0,12,0,2,27,2,0
1,4,1,4,7,1,0
0,0,0,1,48,1,312
1,8,1,3,35,1,207
0,3,1,2,100,1,280
1,1,1,5,28,1,0
1,8,1,7,3,1,0
0,13,0,1,1,1,0
1,2,1,60,0,1,311
1,43,1,5,4,1,9
1,2,0,2,36,1,218
0,12,1,5,10,1,0
1,43,0,5,2,1,0
1,26,1,7,10,1,0
2,39,1,3,6,4,305
2,56,0,3,0,1,0
1,45,0,10,0,2,83
1,64,1,2,8,1,42
0,20,1,1,56,3,0
1,77,1,3,0,1,0
1,28,0,2,2,1,0
1,18,1,1,5,1,31
1,2,1,3,23,1,17
1,1,1,3,18,1,26
0,90,0,4,72,2,343
1,23,0,10,56,1,131
0,54,1,4,0,1,27
0,29,0,2,61,1,90
4,169,0,30,3,6,321
2,25,2,3,0,1,0
1,7,0,6,4,1,365
1,7,0,2,188,1,39
2,56,0,1,1,1,0
0,6,0,3,13,2,333
1,45,1,7,4,1,4
1,7,1,5,9,1,6
1,1,1,90,3,39,0
0,38,1,1,0,1,365
0,15,1,5,6,1,0
1,4,1,7,2,1,135
1,1,1,30,2,91,140
0,15,0,7,0,1,5
1,8,0,1,0,2,0
0,20,0,6,0,1,0
1,2,1,1,2,1,0
2,129,0,2,3,1,47
1,2,1,1,10,1,361
1,4,1,3,58,1,152
0,12,0,1,181,1,282
2,83,1,3,4,1,0
0,6,0,4,165,1,15
1,11,1,4,2,1,5
0,12,1,4,17,1,0
1,2,1,2,7,1,0
1,101,0,2,8,1,0
0,20,0,1,0,1,0
1,5,1,2,5,327,76
1,43,1,2,5,327,350
1,23,1,1,9,1,0
1,68,1,7,5,1,0
2,63,0,2,42,3,334
0,21,0,5,0,1,0
1,7,1,1,38,1,360
2,118,0,7,2,1,279
2,31,0,14,0,1,0
0,6,0,30,1,43,365
1,2,1,14,19,1,279
3,55,0,2,25,3,280
2,63,2,2,20,5,230
0,6,1,2,77,1,88
0,21,0,3,0,1,105
0,21,0,2,1,1,62
1,1,1,4,1,1,0
0,15,1,3,1,1,0
1,2,0,3,0,3,187
1,30,0,1,129,3,365
1,7,1,29,0,327,334
0,79,1,2,51,1,351
2,160,0,1,73,1,0
0,6,0,2,0,1,0
0,12,1,3,55,1,5
2,25,0,20,0,2,66
1,1,1,30,0,121,352
2,159,1,1,11,1,129
1,7,1,1,21,1,46
0,29,1,2,0,1,0
0,15,0,3,279,1,301
0,6,1,7,8,2,301
1,101,0,1,0,1,0
0,12,0,2,11,2,117
0,15,0,15,21,1,360
0,3,1,7,2,1,0
1,19,1,4,44,1,341
0,13,1,4,81,2,310
1,4,1,21,14,1,0
1,8,1,3,39,1,0
1,2,0,3,39,1,44
1,7,0,2,2,1,0
0,6,1,2,19,1,81
1,102,1,3,0,1,69
0,24,0,1,20,7,53
0,12,0,2,2,1,0
0,24,1,6,1,1,0
2,81,0,2,8,1,331
1,26,1,30,2,91,346
1,45,0,14,1,1,0
0,34,0,1,133,3,336
0,67,2,7,0,6,321
0,12,0,3,3,1,0
1,14,1,7,4,1,0
0,22,2,1,5,2,0
0,6,1,2,1,2,36
1,26,1,15,4,1,0
0,100,0,2,70,3,0
1,23,1,4,68,1,271
1,28,1,1,10,1,363
1,11,1,1,272,1,305
1,30,1,3,6,1,0
2,56,1,1,0,1,0
0,21,0,1,0,3,0
1,2,1,2,29,1,200
1,68,1,30,7,39,332
1,11,1,30,0,4,0
0,97,0,3,13,1,0
2,145,0,3,1,2,90
0,33,1,4,9,1,70
0,17,1,2,5,1,0
0,20,1,3,30,2,101
0,12,0,3,1,1,0
0,12,1,2,0,3,0
0,12,1,3,4,1,0
1,14,1,30,0,33,364
1,7,1,1,208,1,261
0,21,0,3,0,1,0
0,73,0,7,34,1,36
0,20,1,2,5,1,0
0,6,1,2,12,1,284
1,43,1,3,14,1,29
1,2,0,3,38,3,365
1,1,0,3,2,1,0
0,10,0,1,0,1,0
1,1,1,30,8,91,342
3,104,1,2,17,1,175
0,15,1,2,55,1,18
0,12,1,30,2,6,335
4,181,1,1,67,1,337
0,15,0,2,5,4,311
1,68,1,2,3,1,19
1,1,1,1,0,1,0
1,19,0,2,74,3,62
1,2,0,2,173,1,276
0,20,0,1,0,2,0
3,55,1,4,54,1,0
0,12,1,14,5,1,0
4,133,1,2,1,4,349
4,69,0,1,30,5,48
1,28,1,30,3,91,341
2,25,0,2,42,2,54
0,6,0,1,1,1,0
0,33,0,1,8,1,191
1,8,0,3,2,2,339
1,2,0,1,25,3,9
0,12,0,60,3,1,365
1,2,0,2,5,1,1
0,20,0,3,0,1,0
0,38,0,1,151,1,325
1,8,1,1,7,2,365
2,44,0,1,38,7,47
3,55,0,3,13,3,176
1,52,1,2,28,1,64
0,21,2,1,117,4,118
1,2,0,3,3,1,0
1,52,1,1,0,1,111
1,2,1,30,20,1,249
0,6,0,2,3,1,83
1,71,1,1,5,3,272
1,7,0,1,1,1,0
0,12,1,3,82,1,140
1,11,1,5,5,1,13
1,8,1,2,210,1,261
0,6,0,4,35,2,5
1,14,1,1,0,1,228
1,1,1,2,19,1,0
1,7,1,3,3,1,25
1,2,1,30,0,2,357
1,1,0,3,29,1,41
1,7,0,3,0,1,0
0,32,1,30,48,1,0
0,79,0,3,39,2,300
0,16,1,5,0,1,0
0,21,0,2,0,1,0
2,103,0,2,1,2,363
2,103,1,2,32,1,55
1,1,0,2,84,4,103
0,12,1,1,35,2,9
1,30,1,1,133,1,267
1,2,1,5,42,1,267
0,6,1,1,27,2,62
0,12,0,2,4,2,341
0,33,0,21,88,1,364
0,6,0,3,7,1,58
1,71,1,30,0,121,363
1,7,0,2,13,1,176
4,69,0,3,4,1,155
1,8,1,30,5,25,254
0,123,1,1,0,2,0
0,21,1,30,0,2,338
0,21,0,3,0,1,99
1,7,0,1,1,10,342
1,2,0,2,7,1,0
0,135,1,1,0,2,0
0,12,0,2,16,1,11
1,7,1,5,84,1,69
0,164,1,4,91,2,215
0,21,1,7,10,1,11
0,15,0,1,0,1,56
1,2,1,7,5,1,8
0,6,0,1,64,3,238
0,12,0,1,96,2,79
1,1,1,30,1,121,345
1,28,1,30,7,12,52
0,24,0,1,5,1,89
4,57,0,1,2,1,88
1,30,0,2,67,2,20
4,182,0,3,7,2,357
0,15,1,2,22,1,1
0,12,1,5,5,1,0
1,14,1,2,1,1,115
2,121,0,1,1,1,70
0,20,0,11,11,3,11
2,31,0,30,1,37,1
1,28,1,2,2,1,0
1,53,1,2,2,2,3
0,6,0,2,8,1,45
0,12,0,14,0,1,0
0,21,0,30,0,2,54
2,46,2,1,65,8,320
2,39,0,1,18,8,297
2,62,0,1,10,1,356
0,38,1,2,8,1,0
1,23,1,5,2,1,0
1,11,1,1,3,1,0
1,101,1,1,9,1,0
1,2,1,2,64,1,132
0,12,0,1,0,1,0
1,101,1,3,0,1,0
1,43,1,2,9,327,346
1,1,1,3,21,1,0
1,18,1,2,0,1,0
2,63,0,5,3,2,355
0,13,0,4,0,1,0
0,12,1,4,3,1,16
1,19,1,2,2,1,0
4,99,0,2,63,4,336
1,23,1,1,3,1,0
0,54,0,1,0,1,0
1,2,1,5,23,1,301
0,13,1,5,2,2,0
2,83,0,1,78,4,337
0,16,0,2,71,6,304
0,20,0,1,0,1,0
0,21,0,2,16,1,0
0,6,0,15,3,11,331
3,220,1,4,9,2,351
1,28,1,30,0,49,365
1,2,2,1,0,1,365
0,6,1,2,9,2,41
1,8,1,30,27,8,137
0,38,0,7,11,1,98
1,7,0,365,7,1,337
1,27,1,3,1,1,292
2,25,1,1,185,2,73
1,7,1,2,2,1,0
0,12,0,5,0,1,0
0,21,0,1,4,1,0
1,23,0,20,13,3,0
2,25,0,1,0,1,0
0,20,1,5,26,1,344
0,3,0,2,42,1,0
0,12,0,1,2,1,0
1,1,0,2,13,1,24
0,0,0,1,103,11,0
